dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
nb-NO_DT3,1r_nb-NO_male-DT3/008.Synkroniser temperaturer.wav,fast_default,nb-NO,3.7,Synkroniser temperaturer,Synkroniser temperaturer.,0.0,0,0,0,0,2,4003.8,603.5,1113.9,1043.9,realtime,1.77,2.89,trim_first,,,3.39,
nb-NO_DT3,1l_nb-NO_male-DT3/136.Spill av 100 7 FM.wav,realtime,nb-NO,3.68,Spill av 100 7 FM,Spillet av etthundre 7 fm.,0.4,1,0,0,2,5,1060.3,271.4,1001.5,1001.5,realtime,1.15,2.97,none,1.15,2.97,,
nb-NO_DT3,1l_nb-NO_male-DT3/136.Spill av 100 7 FM.wav,fast_mai_1,nb-NO,3.68,Spill av 100 7 FM,Spill av 107 FM.,0.4,1,0,1,1,5,3951.6,451.5,981.7,481.7,realtime,1.15,2.97,none,,,3.47,
nb-NO_DT3,1l_nb-NO_male-DT3/136.Spill av 100 7 FM.wav,whisper_v3,nb-NO,3.68,Spill av 100 7 FM,Spill av 107 f. m.,0.6,1,0,0,3,5,4092.9,592.1,1123.0,1133.0,realtime,1.15,2.97,none,,,3.47,
nb-NO_DT3,1l_nb-NO_male-DT3/136.Spill av 100 7 FM.wav,fast_default,nb-NO,3.68,Spill av 100 7 FM,Spill av 107 f. m.,0.6,1,0,0,3,5,4132.3,631.9,1162.4,1172.4,realtime,1.15,2.97,none,,,3.47,
nb-NO_DT3,1l_nb-NO_male-DT3/060.Slå på automatisk parkering.wav,realtime,nb-NO,3.85,Slå på automatisk parkering,Slå på automatisk parkering?,0.0,0,0,0,0,4,946.8,263.3,963.8,963.8,realtime,1.14,3.2,none,1.14,3.2,,
nb-NO_DT3,1l_nb-NO_male-DT3/060.Slå på automatisk parkering.wav,fast_mai_1,nb-NO,3.85,Slå på automatisk parkering,Slå på automatisk parkering.,0.0,0,0,0,0,4,4124.7,424.3,924.7,424.7,realtime,1.14,3.2,none,,,3.7,
nb-NO_DT3,1l_nb-NO_male-DT3/060.Slå på automatisk parkering.wav,whisper_v3,nb-NO,3.85,Slå på automatisk parkering,Slå på automatisk parkering?,0.0,0,0,0,0,4,4283.1,582.7,1083.1,1163.1,realtime,1.14,3.2,none,,,3.7,
nb-NO_DT3,1l_nb-NO_male-DT3/060.Slå på automatisk parkering.wav,fast_default,nb-NO,3.85,Slå på automatisk parkering,Slå på automatisk parkering?,0.0,0,0,0,0,4,4321.5,621.2,1121.5,1201.5,realtime,1.14,3.2,none,,,3.7,
nb-NO_DT3,2r_nb-NO_male-DT3/067.Jeg vil åpne systeminnstillingene.wav,realtime,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vil også søsteren stillingene.,0.75,1,1,0,2,4,962.1,-47.8,862.8,862.8,realtime,,,skip,1.21,3.19,,
nb-NO_DT3,2r_nb-NO_male-DT3/067.Jeg vil åpne systeminnstillingene.wav,fast_mai_1,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vil åpne søsterens vindu.,0.5,1,1,0,1,4,4525.8,425.3,506.8,506.8,self,,,skip,,,,
nb-NO_DT3,2r_nb-NO_male-DT3/067.Jeg vil åpne systeminnstillingene.wav,fast_default,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vinner på det siste.,1.0,1,1,0,3,4,4695.6,595.2,1815.6,1815.6,self,,,skip,,,,
nb-NO_DT3,2r_nb-NO_male-DT3/067.Jeg vil åpne systeminnstillingene.wav,whisper_v3,nb-NO,4.02,Jeg vil åpne systeminnstillingene,Jeg vinner på det siste.,1.0,1,1,0,3,4,4735.7,635.3,1855.9,1855.9,self,,,skip,,,,
nb-NO_DT3,1l_nb-NO_male-DT3/029.Åpne seteinntillingssiden.wav,realtime,nb-NO,3.68,Åpne seteinntillingssiden,Åpne set innstillingssiden.,1.0,1,1,0,1,2,977.6,110.7,941.3,941.3,realtime,1.24,2.11,trim_last,1.24,2.87,,
nb-NO_DT3,1l_nb-NO_male-DT3/029.Åpne seteinntillingssiden.wav,fast_mai_1,nb-NO,3.68,Åpne seteinntillingssiden,Åpne setet i en tilleggside.,2.0,1,3,0,1,2,3150.7,450.6,1040.8,540.8,realtime,1.24,2.11,trim_last,,,2.61,
nb-NO_DT3,1l_nb-NO_male-DT3/029.Åpne seteinntillingssiden.wav,whisper_v3,nb-NO,3.68,Åpne seteinntillingssiden,Opp med seteinnstilling sin.,2.0,1,2,0,2,2,3269.2,569.2,1159.3,629.3,realtime,1.24,2.11,trim_last,,,2.61,
nb-NO_DT3,1l_nb-NO_male-DT3/029.Åpne seteinntillingssiden.wav,fast_default,nb-NO,3.68,Åpne seteinntillingssiden,Opp med seteinnstilling sin.,2.0,1,2,0,2,2,3329.3,629.0,1219.3,689.3,realtime,1.24,2.11,trim_last,,,2.61,
nb-NO_DT3,2l_nb-NO_male-DT3/115.Velg korteste avstand.wav,realtime,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,974.4,-24.4,865.9,865.9,realtime,1.13,2.71,none,1.13,2.71,,
nb-NO_DT3,2l_nb-NO_male-DT3/115.Velg korteste avstand.wav,fast_mai_1,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,3755.9,455.2,1046.0,546.0,realtime,1.13,2.71,none,,,3.21,
nb-NO_DT3,2l_nb-NO_male-DT3/115.Velg korteste avstand.wav,fast_default,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,3864.7,564.5,1154.8,1144.8,realtime,1.13,2.71,none,,,3.21,
nb-NO_DT3,2l_nb-NO_male-DT3/115.Velg korteste avstand.wav,whisper_v3,nb-NO,3.59,Velg korteste avstand,Velg korteste avstand.,0.0,0,0,0,0,3,3906.6,606.0,1196.7,1186.7,realtime,1.13,2.71,none,,,3.21,
nb-NO_DT3,1l_nb-NO_female-DT3/066.Åpne visningen for energiforbrukskurven.wav,realtime,nb-NO,4.32,Åpne visningen for energiforbrukskurven,Dekningen for energiforbruk skarven.,1.0,1,0,0,4,4,1055.5,83.5,883.9,883.9,realtime,2.16,3.05,trim_both,1.56,3.6,,
nb-NO_DT3,1l_nb-NO_female-DT3/066.Åpne visningen for energiforbrukskurven.wav,fast_default,nb-NO,4.32,Åpne visningen for energiforbrukskurven,For under ski forbrukskurven.,1.0,1,0,0,4,4,4192.5,592.7,1142.7,672.7,realtime,2.16,3.05,trim_both,,,3.55,
nb-NO_DT3,1l_nb-NO_female-DT3/066.Åpne visningen for energiforbrukskurven.wav,fast_mai_1,nb-NO,4.32,Åpne visningen for energiforbrukskurven,og fullfør fastningen for energiforbrukskurven.,0.75,1,1,0,2,4,4285.6,685.3,1235.7,735.7,realtime,2.16,3.05,trim_both,,,3.55,
nb-NO_DT3,1l_nb-NO_female-DT3/066.Åpne visningen for energiforbrukskurven.wav,whisper_v3,nb-NO,4.32,Åpne visningen for energiforbrukskurven,For under ski forbrukskurven.,1.0,1,0,0,4,4,4272.5,672.2,1222.6,752.6,realtime,2.16,3.05,trim_both,,,3.55,
nb-NO_DT3,1l_nb-NO_female-DT3/062.Slå på varsling for kollisjon bak.wav,realtime,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling for kollisjon bak.,0.0,0,0,0,0,6,1038.1,191.3,921.6,921.6,realtime,1.06,3.47,none,1.06,3.47,,
nb-NO_DT3,1l_nb-NO_female-DT3/062.Slå på varsling for kollisjon bak.wav,fast_mai_1,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling for kollisjon bak.,0.0,0,0,0,0,6,4467.1,466.6,997.2,497.2,realtime,1.06,3.47,none,,,3.97,
nb-NO_DT3,1l_nb-NO_female-DT3/062.Slå på varsling for kollisjon bak.wav,fast_default,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling for kollisjon bak.,0.0,0,0,0,0,6,4633.6,633.6,1163.7,1193.7,realtime,1.06,3.47,none,,,3.97,
nb-NO_DT3,1l_nb-NO_female-DT3/062.Slå på varsling for kollisjon bak.wav,whisper_v3,nb-NO,4.2,Slå på varsling for kollisjon bak,Slå på varsling for kollisjon bak.,0.0,0,0,0,0,6,4739.4,739.0,1269.4,1299.4,realtime,1.06,3.47,none,,,3.97,
nb-NO_DT3,1l_nb-NO_male-DT3/042.Slå på smarte fjernlys.wav,realtime,nb-NO,3.65,Slå på smarte fjernlys,Slå på smarte fjernlys.,0.0,0,0,0,0,4,960.0,86.2,896.5,896.5,realtime,1.14,2.89,none,1.14,2.89,,
nb-NO_DT3,1l_nb-NO_male-DT3/042.Slå på smarte fjernlys.wav,fast_mai_1,nb-NO,3.65,Slå på smarte fjernlys,Slå på Smart og fjern lys.,1.0,1,2,0,2,4,3814.6,414.4,924.7,424.7,realtime,1.14,2.89,none,,,3.39,
nb-NO_DT3,1l_nb-NO_male-DT3/042.Slå på smarte fjernlys.wav,whisper_v3,nb-NO,3.65,Slå på smarte fjernlys,Slå på smarte fjernvis.,0.25,1,0,0,1,4,4013.3,613.0,1123.4,1053.4,realtime,1.14,2.89,none,,,3.39,
nb-NO_DT3,1l_nb-NO_male-DT3/042.Slå på smarte fjernlys.wav,fast_default,nb-NO,3.65,Slå på smarte fjernlys,Slå på smarte fjernvis.,0.25,1,0,0,1,4,3993.5,593.5,1103.6,1033.6,realtime,1.14,2.89,none,,,3.39,
nb-NO_DT3,1r_nb-NO_female-DT3/148.Ignorer anrop.wav,realtime,nb-NO,3.2,Ignorer anrop,Eller angrep.,1.0,1,0,0,2,2,1186.3,45.5,926.0,926.0,realtime,1.88,2.32,trim_first,1.51,2.32,,
nb-NO_DT3,1r_nb-NO_female-DT3/148.Ignorer anrop.wav,fast_mai_1,nb-NO,3.2,Ignorer anrop,,1.0,1,0,2,0,2,3339.1,438.9,1019.3,519.3,realtime,1.88,2.32,trim_first,,,2.82,
nb-NO_DT3,1r_nb-NO_female-DT3/148.Ignorer anrop.wav,fast_default,nb-NO,3.2,Ignorer anrop,Ja.,1.0,1,0,1,1,2,3442.9,543.0,1123.1,1523.1,realtime,1.88,2.32,trim_first,,,2.82,
nb-NO_DT3,1r_nb-NO_female-DT3/148.Ignorer anrop.wav,whisper_v3,nb-NO,3.2,Ignorer anrop,Ja.,1.0,1,0,1,1,2,3469.7,569.5,1149.6,1549.6,realtime,1.88,2.32,trim_first,,,2.82,
nb-NO_DT3,2r_nb-NO_female-DT3/135.Spill radio.wav,realtime,nb-NO,3.02,Spill radio,Still radio.,0.5,1,0,0,1,2,1018.8,263.2,1143.8,1143.8,realtime,1.1,2.22,none,1.1,2.22,,
nb-NO_DT3,2r_nb-NO_female-DT3/135.Spill radio.wav,fast_mai_1,nb-NO,3.02,Spill radio,Til radio.,0.5,1,0,0,1,2,3173.9,373.9,954.0,454.0,realtime,1.1,2.22,none,,,2.72,
nb-NO_DT3,2r_nb-NO_female-DT3/135.Spill radio.wav,fast_default,nb-NO,3.02,Spill radio,Spill radio.,0.0,0,0,0,0,2,3393.5,593.5,1173.5,1313.5,realtime,1.1,2.22,none,,,2.72,
nb-NO_DT3,2r_nb-NO_female-DT3/135.Spill radio.wav,whisper_v3,nb-NO,3.02,Spill radio,Spill radio.,0.0,0,0,0,0,2,3348.0,547.6,1128.1,1268.1,realtime,1.1,2.22,none,,,2.72,
nb-NO_DT3,1r_nb-NO_male-DT3/027.Kan du flytte seteryggen helt fremover.wav,realtime,nb-NO,4.24,Kan du flytte seteryggen helt fremover,,1.0,1,0,6,0,6,,,,,realtime,,,skip,,,,
nb-NO_DT3,1r_nb-NO_male-DT3/027.Kan du flytte seteryggen helt fremover.wav,fast_mai_1,nb-NO,4.24,Kan du flytte seteryggen helt fremover,,1.0,1,0,6,0,6,4738.8,438.9,499.0,499.0,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_male-DT3/027.Kan du flytte seteryggen helt fremover.wav,fast_default,nb-NO,4.24,Kan du flytte seteryggen helt fremover,Ja.,1.0,1,0,5,1,6,4847.0,546.6,2047.0,2047.0,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_male-DT3/027.Kan du flytte seteryggen helt fremover.wav,whisper_v3,nb-NO,4.24,Kan du flytte seteryggen helt fremover,Ja.,1.0,1,0,5,1,6,4886.0,585.9,2086.0,2086.0,self,,,skip,,,,
nb-NO_DT3,2r_nb-NO_male-DT3/100.Vis kart.wav,realtime,nb-NO,2.78,Vis kart,Vis kart.,0.0,0,0,0,0,2,1037.3,-34.8,845.7,845.7,realtime,1.19,1.92,none,1.19,1.92,,
nb-NO_DT3,2r_nb-NO_male-DT3/100.Vis kart.wav,fast_mai_1,nb-NO,2.78,Vis kart,Vis karting.,0.5,1,0,0,1,2,2923.9,423.6,1004.0,504.0,realtime,1.19,1.92,none,,,2.42,
nb-NO_DT3,2r_nb-NO_male-DT3/100.Vis kart.wav,fast_default,nb-NO,2.78,Vis kart,S.,1.0,1,0,1,1,2,3040.8,540.6,1120.9,1200.9,realtime,1.19,1.92,none,,,2.42,
nb-NO_DT3,2r_nb-NO_male-DT3/100.Vis kart.wav,whisper_v3,nb-NO,2.78,Vis kart,S.,1.0,1,0,1,1,2,3068.8,568.5,1148.8,1228.8,realtime,1.19,1.92,none,,,2.42,
nb-NO_DT3,1l_nb-NO_female-DT3/055.Ta et bilde.wav,realtime,nb-NO,2.83,Ta et bilde,,1.0,1,0,3,0,3,,,,,realtime,,,skip,,,,
nb-NO_DT3,1l_nb-NO_female-DT3/055.Ta et bilde.wav,fast_mai_1,nb-NO,2.83,Ta et bilde,,1.0,1,0,3,0,3,3392.0,491.6,562.1,562.1,self,,,skip,,,,
nb-NO_DT3,1l_nb-NO_female-DT3/055.Ta et bilde.wav,fast_default,nb-NO,2.83,Ta et bilde,Nei.,1.0,1,0,2,1,3,3443.5,543.3,1443.6,1443.6,self,,,skip,,,,
nb-NO_DT3,1l_nb-NO_female-DT3/055.Ta et bilde.wav,whisper_v3,nb-NO,2.83,Ta et bilde,Nei.,1.0,1,0,2,1,3,3485.9,585.5,1486.0,1486.0,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_female-DT3/108.gå til forrige side.wav,realtime,nb-NO,3.22,gå til forrige side,Mot velge side.,0.75,1,0,1,2,4,1438.6,51.8,902.2,902.2,realtime,1.74,2.45,trim_first,1.24,2.45,,
nb-NO_DT3,1r_nb-NO_female-DT3/108.gå til forrige side.wav,fast_mai_1,nb-NO,3.22,gå til forrige side,Gå til høyre side.,0.25,1,0,0,1,4,3418.4,417.9,968.4,468.4,realtime,1.74,2.45,trim_first,,,2.95,
nb-NO_DT3,1r_nb-NO_female-DT3/108.gå til forrige side.wav,whisper_v3,nb-NO,3.22,gå til forrige side,Bor den forrige side.,0.5,1,0,0,2,4,3555.7,555.7,1105.8,1075.8,realtime,1.74,2.45,trim_first,,,2.95,
nb-NO_DT3,1r_nb-NO_female-DT3/108.gå til forrige side.wav,fast_default,nb-NO,3.22,gå til forrige side,Bor den forrige side.,0.5,1,0,0,2,4,3580.4,580.1,1130.6,1100.6,realtime,1.74,2.45,trim_first,,,2.95,
nb-NO_DT3,2l_nb-NO_male-DT3/110.Side fire.wav,realtime,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,1577.2,267.2,1037.5,1037.5,realtime,1.1,2.13,none,1.1,2.13,,
nb-NO_DT3,2l_nb-NO_male-DT3/110.Side fire.wav,fast_mai_1,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,3187.9,487.4,1057.9,557.9,realtime,1.1,2.13,none,,,2.63,
nb-NO_DT3,2l_nb-NO_male-DT3/110.Side fire.wav,whisper_v3,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,3258.6,558.7,1128.9,1098.9,realtime,1.1,2.13,none,,,2.63,
nb-NO_DT3,2l_nb-NO_male-DT3/110.Side fire.wav,fast_default,nb-NO,2.9,Side fire,Side 4.,0.5,1,0,0,1,2,3290.4,590.1,1160.4,1130.4,realtime,1.1,2.13,none,,,2.63,
nb-NO_DT3,1r_nb-NO_male-DT3/002.slå av klimaanlegget foran.wav,realtime,nb-NO,3.92,slå av klimaanlegget foran,Slå av klimaanlegget foran.,0.0,0,0,0,0,4,855.7,-39.0,901.4,901.4,realtime,1.33,3.06,none,1.33,3.06,,
nb-NO_DT3,1r_nb-NO_male-DT3/002.slå av klimaanlegget foran.wav,fast_mai_1,nb-NO,3.92,slå av klimaanlegget foran,Slå av klimaanlegget foran.,0.0,0,0,0,0,4,4060.0,459.8,1000.0,500.0,realtime,1.33,3.06,none,,,3.56,
nb-NO_DT3,1r_nb-NO_male-DT3/002.slå av klimaanlegget foran.wav,whisper_v3,nb-NO,3.92,slå av klimaanlegget foran,Lå av klimaanlegget foran.,0.25,1,0,0,1,4,4197.1,597.1,1137.2,1157.2,realtime,1.33,3.06,none,,,3.56,
nb-NO_DT3,1r_nb-NO_male-DT3/002.slå av klimaanlegget foran.wav,fast_default,nb-NO,3.92,slå av klimaanlegget foran,Lå av klimaanlegget foran.,0.25,1,0,0,1,4,4219.4,619.1,1159.5,1179.5,realtime,1.33,3.06,none,,,3.56,
nb-NO_DT3,2r_nb-NO_female-DT3/020.Øk temperaturen på førersetets setevarme litt.wav,realtime,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Økt temperaturen på førersetet. Setevarme litt.,0.3333,1,0,0,2,6,913.8,-27.8,902.7,902.7,realtime,0.99,3.87,none,0.99,3.87,,
nb-NO_DT3,2r_nb-NO_female-DT3/020.Øk temperaturen på førersetets setevarme litt.wav,fast_mai_1,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersetets seteverme litt.,0.1667,1,0,0,1,6,4893.5,493.2,1023.5,523.5,realtime,0.99,3.87,none,,,4.37,
nb-NO_DT3,2r_nb-NO_female-DT3/020.Øk temperaturen på førersetets setevarme litt.wav,fast_default,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersetet. Setevær med litt.,0.5,1,1,0,2,6,5057.8,658.1,1188.2,1218.2,realtime,0.99,3.87,none,,,4.37,
nb-NO_DT3,2r_nb-NO_female-DT3/020.Øk temperaturen på førersetets setevarme litt.wav,whisper_v3,nb-NO,4.72,Øk temperaturen på førersetets setevarme litt,Øk temperaturen på førersetet. Setevær med litt.,0.5,1,1,0,2,6,5057.4,657.4,1187.8,1217.8,realtime,0.99,3.87,none,,,4.37,
nb-NO_DT3,1l_nb-NO_female-DT3/014.Slå på ekstern sirkulasjon.wav,realtime,nb-NO,3.8,Slå på ekstern sirkulasjon,Slå på ekstern sirkulasjon.,0.0,0,0,0,0,4,1052.2,190.9,911.4,911.4,realtime,1.05,3.08,none,1.05,3.08,,
nb-NO_DT3,1l_nb-NO_female-DT3/014.Slå på ekstern sirkulasjon.wav,fast_mai_1,nb-NO,3.8,Slå på ekstern sirkulasjon,Slå på ekstern sirkulasjon.,0.0,0,0,0,0,4,4027.6,427.3,947.5,447.5,realtime,1.05,3.08,none,,,3.58,
nb-NO_DT3,1l_nb-NO_female-DT3/014.Slå på ekstern sirkulasjon.wav,whisper_v3,nb-NO,3.8,Slå på ekstern sirkulasjon,Slå på ekstern sirkulasjon.,0.0,0,0,0,0,4,4185.1,584.8,1105.1,1065.1,realtime,1.05,3.08,none,,,3.58,
nb-NO_DT3,1l_nb-NO_female-DT3/014.Slå på ekstern sirkulasjon.wav,fast_default,nb-NO,3.8,Slå på ekstern sirkulasjon,Slå på ekstern sirkulasjon.,0.0,0,0,0,0,4,4233.5,633.2,1153.6,1113.6,realtime,1.05,3.08,none,,,3.58,
nb-NO_DT3,1r_nb-NO_male-DT3/120.Legg til Starbucks som et veipunkt.wav,realtime,nb-NO,4.08,Legg til Starbucks som et veipunkt,,1.0,1,0,6,0,6,,,,,realtime,,,skip,,,,
nb-NO_DT3,1r_nb-NO_male-DT3/120.Legg til Starbucks som et veipunkt.wav,fast_mai_1,nb-NO,4.08,Legg til Starbucks som et veipunkt,,1.0,1,0,6,0,6,4706.3,605.9,626.4,626.4,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_male-DT3/120.Legg til Starbucks som et veipunkt.wav,whisper_v3,nb-NO,4.08,Legg til Starbucks som et veipunkt,Det er det.,1.0,1,0,3,3,6,4686.3,585.9,2686.4,2686.4,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_male-DT3/120.Legg til Starbucks som et veipunkt.wav,fast_default,nb-NO,4.08,Legg til Starbucks som et veipunkt,Det er det.,1.0,1,0,3,3,6,4779.6,679.2,2779.7,2779.7,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_female-DT3/027.Kan du flytte seteryggen helt fremover.wav,realtime,nb-NO,4.29,Kan du flytte seteryggen helt fremover,Han.,1.0,1,0,5,1,6,1509.3,-346.7,2453.6,2453.6,realtime,,,skip,1.19,1.5,,
nb-NO_DT3,1r_nb-NO_female-DT3/027.Kan du flytte seteryggen helt fremover.wav,fast_mai_1,nb-NO,4.29,Kan du flytte seteryggen helt fremover,,1.0,1,0,6,0,6,4711.4,411.3,421.5,421.5,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_female-DT3/027.Kan du flytte seteryggen helt fremover.wav,fast_default,nb-NO,4.29,Kan du flytte seteryggen helt fremover,Henten.,1.0,1,0,5,1,6,4881.0,580.8,2641.1,2641.1,self,,,skip,,,,
nb-NO_DT3,1r_nb-NO_female-DT3/027.Kan du flytte seteryggen helt fremover.wav,whisper_v3,nb-NO,4.29,Kan du flytte seteryggen helt fremover,Henten.,1.0,1,0,5,1,6,4939.5,639.5,2699.6,2699.6,self,,,skip,,,,
nb-NO_DT3,2l_nb-NO_male-DT3/116.Bytt til raskeste rute.wav,realtime,nb-NO,3.48,Bytt til raskeste rute,Litt til raskeste rute.,0.25,1,0,0,1,4,969.7,66.7,897.1,897.1,realtime,1.23,2.67,none,1.23,2.67,,
nb-NO_DT3,2l_nb-NO_male-DT3/116.Bytt til raskeste rute.wav,fast_mai_1,nb-NO,3.48,Bytt til raskeste rute,Vitt til raskeste rute.,0.25,1,0,0,1,4,3653.8,453.7,983.8,483.8,realtime,1.23,2.67,none,,,3.17,
nb-NO_DT3,2l_nb-NO_male-DT3/116.Bytt til raskeste rute.wav,whisper_v3,nb-NO,3.48,Bytt til raskeste rute,Litt til raskeste rute.,0.25,1,0,0,1,4,3784.5,584.5,1114.8,1144.8,realtime,1.23,2.67,none,,,3.17,
nb-NO_DT3,2l_nb-NO_male-DT3/116.Bytt til raskeste rute.wav,fast_default,nb-NO,3.48,Bytt til raskeste rute,Litt til raskeste rute.,0.25,1,0,0,1,4,3823.3,622.9,1153.4,1183.4,realtime,1.23,2.67,none,,,3.17,
nb-NO_DT3,1r_nb-NO_female-DT3/019.Aktiver setevarme for førersetet.wav,realtime,nb-NO,4.25,Aktiver setevarme for førersetet,Aktiviserte mennene for førersetet.,0.5,1,0,0,2,4,1530.6,80.0,860.7,860.7,realtime,1.07,3.52,none,1.07,3.52,,
nb-NO_DT3,1r_nb-NO_female-DT3/019.Aktiver setevarme for førersetet.wav,fast_mai_1,nb-NO,4.25,Aktiver setevarme for førersetet,Aktiver setemennene for førersetet.,0.25,1,0,0,1,4,4564.8,464.5,1044.9,545.9,realtime,1.07,3.52,none,,,4.02,
nb-NO_DT3,1r_nb-NO_female-DT3/019.Aktiver setevarme for førersetet.wav,fast_default,nb-NO,4.25,Aktiver setevarme for førersetet,Aktive setebene for førersetet.,0.5,1,0,0,2,4,4743.8,643.6,1224.0,1224.0,realtime,1.07,3.52,none,,,4.02,
nb-NO_DT3,1r_nb-NO_female-DT3/019.Aktiver setevarme for førersetet.wav,whisper_v3,nb-NO,4.25,Aktiver setevarme for førersetet,Aktive setebene for førersetet.,0.5,1,0,0,2,4,4780.3,680.0,1260.5,1260.5,realtime,1.07,3.52,none,,,4.02,
nb-NO_DT3,2l_nb-NO_female-DT3/097.Avslutt scenariomodus på passasjersiden.wav,realtime,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,Avslutt binærmodus på forsvarssiden.,0.5,1,0,0,2,4,1487.4,-7.1,923.3,923.3,realtime,1.0,3.57,none,1.0,3.57,,
nb-NO_DT3,2l_nb-NO_female-DT3/097.Avslutt scenariomodus på passasjersiden.wav,fast_default,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,"Avslutt scenario, mudders og forsjert siden.",1.25,1,2,0,3,4,4555.4,455.2,985.5,1035.5,realtime,1.0,3.57,none,,,4.07,
nb-NO_DT3,2l_nb-NO_female-DT3/097.Avslutt scenariomodus på passasjersiden.wav,whisper_v3,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,"Avslutt scenario, mudders og forsjert siden.",1.25,1,2,0,3,4,4571.0,470.6,1001.1,1051.1,realtime,1.0,3.57,none,,,4.07,
nb-NO_DT3,2l_nb-NO_female-DT3/097.Avslutt scenariomodus på passasjersiden.wav,fast_mai_1,nb-NO,4.43,Avslutt scenariomodus på passasjersiden,Avslutt scenariomodus på prosessledden.,0.25,1,0,0,1,4,4611.2,510.7,1041.3,541.3,realtime,1.0,3.57,none,,,4.07,
nb-NO_DT3,2l_nb-NO_female-DT3/090.slå av kamera.wav,realtime,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,1297.4,55.7,915.8,915.8,realtime,1.0,2.24,none,1.0,2.24,,
nb-NO_DT3,2l_nb-NO_female-DT3/090.slå av kamera.wav,fast_mai_1,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,3393.8,593.7,1154.0,654.0,realtime,1.0,2.24,none,,,2.74,
nb-NO_DT3,2l_nb-NO_female-DT3/090.slå av kamera.wav,fast_default,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,3405.0,604.8,1165.2,1085.2,realtime,1.0,2.24,none,,,2.74,
nb-NO_DT3,2l_nb-NO_female-DT3/090.slå av kamera.wav,whisper_v3,nb-NO,3.09,slå av kamera,Slå av kamera.,0.0,0,0,0,0,3,3386.4,586.1,1146.6,1066.6,realtime,1.0,2.24,none,,,2.74,
nb-NO_DT3,1r_nb-NO_female-DT3/141.Slå av bluetooth-musikk.wav,realtime,nb-NO,3.54,Slå av bluetooth-musikk,Og av sex.,0.75,1,0,1,2,4,928.2,74.4,924.9,924.9,realtime,1.71,1.94,trim_both,1.47,2.75,,
nb-NO_DT3,1r_nb-NO_female-DT3/141.Slå av bluetooth-musikk.wav,fast_mai_1,nb-NO,3.54,Slå av bluetooth-musikk,,1.0,1,0,4,0,4,2927.2,427.1,987.3,487.3,realtime,1.71,1.94,trim_both,,,2.44,
nb-NO_DT3,1r_nb-NO_female-DT3/141.Slå av bluetooth-musikk.wav,whisper_v3,nb-NO,3.54,Slå av bluetooth-musikk,Hva?,1.0,1,0,3,1,4,3089.7,589.6,1149.8,1249.8,realtime,1.71,1.94,trim_both,,,2.44,
nb-NO_DT3,1r_nb-NO_female-DT3/141.Slå av bluetooth-musikk.wav,fast_default,nb-NO,3.54,Slå av bluetooth-musikk,Hva?,1.0,1,0,3,1,4,3157.9,657.8,1218.2,1318.2,realtime,1.71,1.94,trim_both,,,2.44,
nb-NO_DT4,1l_nb-NO_male-DT4/079.Juster ringetonevolum til 5 nivåer.wav,realtime,nb-NO,4.44,Juster ringetonevolum til 5 nivåer,Strer ringetonen til 5 i går.,0.8,1,1,0,3,5,1296.8,72.2,932.8,932.8,realtime,1.77,3.37,trim_both,1.38,3.64,,
